Taxa,Achnanthes_sp.,Amphora_ovalis,Attheya_zochariasi,Cocconeis_placentula,Coscinodiscus_sp.,Cyclotella_sp.,Cymatopleura_sp.,Cymbella_sp.,Diatoma_vulgare,Diploneis_ovalis,Eunotia_pectinalis,Eunotia_valida,Fragilaria_capucina,Fragilaria_sp.,Frustulia_sp.,Gomphonema_sp.,Gyrosigma_spenceri,Melosira_granulata,Navicula_sp.,Navicula_viridula,Nitzschia_linearis,Nitzschia_sp.,Pinnularia_nobilis,Rhizosolenia_longiseta,Stauroneis_acuta,Surirella_sp.,Synedra_acus,Synedra_sp.,Synedra_ulna,Tabellaria_sp.,?Tetraedron_enorme,Actinastrum_fluviatile,Ankistrodesmus_acicularis,Ankistrodesmus_convolutus,Ankistrodesmus_falcatus,Ankistrodesmus_falcatus_var._mirabilis,Ankistrodesmus_spiralis,Botryococcus_braunii,Chlamydomonas_sp.,Chlorella_sp.,Chlorogonium_elongatum,Chodatella_cilliata,Chodatella_longiseta,Chodatella_wratislaviensis,Closteriopsis_sp.,Closterium_kutzingii,Closterium_parvulum,Closterium_sp.,Coelastrum_microporum,Coelastrum_reticulatum,Coelastrum_sphaericum,Cosmarium_angulosum,Cosmarium_bioculatum,Cosmarium_circulare,Cosmarium_connatum,Cosmarium_depressum,Cosmarium_formosulum,Cosmarium_globosum,Cosmarium_obsoletum,Cosmarium_obtusatum,Cosmarium_quadrum,Cosmarium_sp.,Cosmarium_trilobulatum,Cosmarium_turgidum,Crucigenia_apiculata,Crucigenia_lauterbornei,Crucigenia_quadrata,Crucigenia_rectangularis,Crucigenia_tetrapedia,Dictyosphaeria_cavernosa,Dictyosphaerium_pulchellum,Echinosphaerella_limnetica,Elakatothrix_gelatinosa,Euastrum_elegans,Eudorina_elegans,Gloeocystis_sp.,Golenkinia_paucispina,Gonatozygon_kinahani,Gonium_pectorale,Kirchneriella_contorta,Kirchneriella_lunaris_,Kirchneriella_obesa,Micractinium_pusillum,Mougeotia_sp.,Nephrocytium_agardhianum,Oedogonium_sp.,Oocystis_lacustris,Pediastrum_biradiatum,Pediastrum_duplex,Pediastrum_simplex,Pediastrum_tetras_var._tetraodon,Platrotaenium_trabecula,Pleodorina_californica,Pteromonas_sp.,Quadrigula_sp.,Radiococcus_sp.,Raphidonema_nivale,Scenedesmus_acuminatus,Scenedesmus_arcuatus,Scenedesmus_armatus,Scenedesmus_bicaudatus,Scenedesmus_bijuga,Scenedesmus_denticulatus,Scenedesmus_dimorphus,Scenedesmus_javaensis,Scenedesmus_obliquus,Scenedesmus_perforatas,Scenedesmus_quadricauda,Schroederia_nitzschioides,Schroederia_robusta,Schroederia_setigera,Schroederia_spiralis,Scotiella_sinica,Selenastrum_bibraianum,Selenastrum_minutum,Sphaerocystis_schroeteri,Spondylosium_sp.,Staurastrum_aristiferum,Staurastrum_bifidum,Staurastrum_brevispinum,Staurastrum_connatum,Staurastrum_crenulatum,Staurastrum_gracile,Staurastrum_leptodermum,Staurastrum_paradoxum,Staurastrum_sp.,Staurodesmus_sp.,Tetrachlorella_sp.,Tetradesmus_wisconsinense,Tetraedron_bifurcatum,Tetraedron_caudatum,Tetraedron_hastatum,Tetraedron_hastatum_var._palatinum,Tetraedron_minimum,Tetraedron_trigonum,Tetraedron_trilobulatum,Tetraedron_tumidulum,Tetrallantos_lagerkeimii,Tetrastrum_staurogeniaeforme,Treubaria_crassispina,Treubaria_triappendiculata,Westella_botryoides,Westella_linearis,Xanthidium_cristatum,Dinobryon_cylindricum,Mallomonas_acaroides,Mallomonas_elongata,Mallomonas_oviformis,Synura_sp.,Chroomonas_caudata,Cryptomonas_erosa,Cryptomonas_marssonii,Cryptomonas_ovata,Cryptomonas_rostrata,Anabaena_sp.,Anabaenopsis_circularis,Aphanizomenon_sp.,Aphanocapsa_sp.,Aphanothece_sp.,Chroococcus_sp.,Coelosphaerium_kutzingianum,Cylindrospermopsis_raciborskii,Gomphosphaeria_sp.,Lyngbya_sp.,Merismopedia_elegans,Merismopedia_punctata,Merismopedia_tenuissima,Microcystis_aeruginosa,Microcystis_flosaquae,Microcystis_ichthyoblabe,Microcystis_novacekii,Microcystis_wesenbergii,Pseudanabaena_sp.,Raphidiopsis_sp.,Rhabdogloea_sp.,Spirulina_major,Ceratium_hirundinella,Glenodinium_pulvisculus,Gymnodinium_gyomnodinium,Peridiniopsis_cunningtonii,Peridinium_sp.,Euglena_amoeboides,Euglena_caudata,Euglena_clara,Euglena_deses,Euglena_interrupta,Euglena_oxyuris,Euglena_pisciformis,Lepocinclis_texta,Phacus_acuminatus,Phacus_longicauda,Phacus_pleuronectes,Strombomonas_ensifera,Trachelomonas_granulata,Trachelomonas_oblonga,Trachelomonas_reticulata
FJ2016070,45810.46667,,,29642.06667,18863.13333,21557.86667,,,,,,,,,,,,40421,,,2694.733333,,,,,,,,,,,,78147.26667,,,,,2694.733333,,654820.2,,2694.733333,,,26947.33333,,,,16168.4,,,5389.466667,,,,,,,,,,,2694.733333,,,13473.66667,,,,,,,,0,2694.733333,,,,,,,,,,,0,18863.13333,,,,,,,,,16168.4,,2694.733333,,,16168.4,,,,,,,194020.8,,,,,,24252.6,,,,,,,,,,,,,,,,,,,,,13473.66667,,,,,,,,2694.733333,,,,,,,5389.466667,,2694.733333,2694.733333,,,,,0,0,21557.86667,,,,,,16168.4,,0,0,0,0,0,,8084.2,,,,,,,,,,,,,,,,,5389.466667,,5389.466667,,,26947.33333
FJ2016071,16500.99101,,,14070.60127,2558.291139,139330.941,,,,,,,,1263.157895,,1279.14557,,38230.47801,1263.157895,,,1279.14557,1279.14557,1263.157895,,,,,,2558.291139,,,25470.99767,1279.14557,,15157.89474,,,,409502.5783,,1279.14557,,,27965.33811,,1263.157895,,2526.315789,,,,,,,,,,,,,,2558.291139,,,,,,1279.14557,,,,1263.157895,0,5052.631579,1279.14557,,,,18947.36842,3837.436709,,,,,0,3837.436709,,,,,,,,,,2526.315789,3789.473684,,1263.157895,11464.3471,,,,,,1263.157895,1279.14557,,,,2526.315789,,,,2526.315789,,,,,,1263.157895,,,,,,,,,,,,,,,,,,,,,,,,,,7578.947368,,102891.3458,,,162947.3684,,,,,0,0,113812.1119,,,1263.157895,,,1263.157895,1263.157895,0,0,0,0,0,,,6315.789474,,,1279.14557,,1279.14557,,,,,,,,,2558.291139,3837.436709,1279.14557,6347.764823,,,1263.157895,11512.31013
FJ2016080,4491.222222,,,8982.444444,,17964.88889,,,,,,,,,,13473.66667,,24701.72222,6736.833333,,,,,,,,,,,,,,26947.33333,,,,,2245.611111,,559157.1667,,,,,22456.11111,,,,11228.05556,4491.222222,,2245.611111,,,6736.833333,,,2245.611111,,,,2245.611111,2245.611111,,,11228.05556,,,,,,,,2245.611111,,,,,,,,,,,,0,2245.611111,,,,,,,,,4491.222222,,,,,15719.27778,,,,,,,56140.27778,,11228.05556,,,,11228.05556,,,,,,,,,,,,,,,,,,,,,,,6736.833333,,,,,,,,,,,,,168420.8333,,,11228.05556,,,,,0,0,58385.88889,,,,,,17964.88889,,0,0,0,0,0,,2245.611111,,,,,,,6736.833333,,,,,,,,,,2245.611111,,17964.88889,,,6736.833333
FJ2016084,33684.16667,,,50526.25,,92631.45833,,,,,,,,,,,,54736.77083,,,,,,,,,,,,,,,58947.29167,4210.520833,,,,,,736841.1458,,,,,4210.520833,,,,4210.520833,,,8421.041667,,,12631.5625,8421.041667,,,,,4210.520833,,,,,25263.125,,,,,,,,0,,,,,,,,,,,,0,4210.520833,,,,,,,,,,4210.520833,8421.041667,,,29473.64583,,,,,,,501051.9792,,16842.08333,,,,29473.64583,,,,,,,,,,,,,,,,,4210.520833,,,4210.520833,4210.520833,,,,,,,,,,,,,,,252631.25,,,8421.041667,,,,4210.520833,0,0,50526.25,,,,,,29473.64583,,0,0,0,0,0,8421.041667,,,,,,,,,,,,,,,4210.520833,,,4210.520833,8421.041667,16842.08333,,,21052.60417
FJ2016088,13779.88636,,,55119.54545,,105645.7955,,,,,,,,,,,,142392.1591,9186.590909,,,,,,,,,,,,,,18373.18182,9186.590909,,,,4593.295455,,813013.2955,,,,,27559.77273,,,,9186.590909,,,22966.47727,,,4593.295455,,,4593.295455,,,,,,,,,,32153.06818,18373.18182,,,,,4593.295455,,,,4593.295455,,18373.18182,,,,,,0,27559.77273,,,,,,13779.88636,,,41339.65909,,,,,41339.65909,,,,,,4593.295455,505262.5,,9186.590909,,,,18373.18182,,,,,,,,,,,,,,,,,4593.295455,,,9186.590909,13779.88636,,,,,,18373.18182,,,,,,,,,165358.6364,,4593.295455,13779.88636,,,,,0,0,50526.25,,,,,,18373.18182,,0,0,0,0,0,,,,,,,,,,,,,,,,,4593.295455,,,,18373.18182,,,
FJ2016089,11659.90385,,,62186.15385,,58299.51923,,,,,,3886.634615,,,,,,209878.2692,,,,,,,,,,,,,,,38866.34615,,,,,19433.17308,15546.53846,750120.4808,,3886.634615,,,7773.269231,,,,3886.634615,,,,,,7773.269231,,,3886.634615,,,,,,,,15546.53846,,,23319.80769,,,,,7773.269231,3886.634615,,,,,7773.269231,,,,,,46639.61538,23319.80769,,,,,,,,,3886.634615,,,,,19433.17308,,,,,,,205991.6346,,3886.634615,,,,77732.69231,,3886.634615,,,,,,7773.269231,,,,,,,,3886.634615,,,,,11659.90385,,,,,,,,,,,,,,,155465.3846,,,15546.53846,,,,7773.269231,0,0,62186.15385,,,,,,15546.53846,,0,0,0,0,0,,,,,,3886.634615,,,,,3886.634615,,,,,,3886.634615,,,,11659.90385,,,3886.634615
FJ2016090,1943.317308,,,29149.75962,,42752.98077,,,,,,,,,,,,120485.6731,,,,,1943.317308,,,,,,,,,,9716.586538,,,,,1943.317308,,538298.8942,,,,,25263.125,,,,1943.317308,,,5829.951923,,,,,,,,,,,,,,3886.634615,,1943.317308,3886.634615,,,,,0,,,,,,,,,,,,1943.317308,7773.269231,,1943.317308,,,,,,,,,1943.317308,,,27206.44231,,,,,,,9716.586538,,9716.586538,,,,19433.17308,,,,,,,,1943.317308,,,,,,,,1943.317308,,,,3886.634615,1943.317308,,5829.951923,,,,,,,,,,,,,9716.586538,,,1943.317308,,,,,0,15546.53846,48582.93269,,,,,,25263.125,,0,0,0,0,0,,,,,,,,,1943.317308,,,,,,,3886.634615,,,,,,,1943.317308,
FJ2016091,10105.25,,,30315.75,2526.3125,90947.25,,2526.3125,,,,,,,,,,212210.25,,,,2526.3125,2526.3125,,,,5052.625,,,2526.3125,,,2526.3125,5052.625,,,,2526.3125,,636630.75,,,,,42947.3125,,,,,,,,,,,,,,,,,,,,,,,,45473.625,,,,,0,,,5052.625,,,,,,,,,2526.3125,5052.625,,,,,,,,,,,,,,12631.5625,,,,,,,5052.625,,22736.8125,,,,30315.75,,,,,,,,,,,,,,,,2526.3125,,,,,2526.3125,,,,,,,,,,,,,,,7578.9375,,,5052.625,,,,,0,0,45473.625,,,,,,7578.9375,,0,0,0,0,0,,2526.3125,,,,7578.9375,,,,,,,2526.3125,,,,,,,,,,,
FJ2016093,22708.42697,,,27250.11236,9083.370787,90833.70787,,,,,,,,,,,,152146.4607,6812.52809,,,,,,,,,,,,,,9083.370787,,,,,11354.21348,,540460.5618,,,,,6812.52809,,,,4541.685393,,,,,,,,,2270.842697,,,,,,,,6812.52809,,,11354.21348,,,,,2270.842697,4541.685393,,,,,13625.05618,,,,,,0,4541.685393,,,,,,2270.842697,,,4541.685393,,9083.370787,,,6812.52809,,,,,,,4541.685393,,13625.05618,,,,36333.48315,,,,,,,,,,,,,4541.685393,,,4541.685393,,,,2270.842697,11354.21348,,,,,,,,,,,,,,,13625.05618,,4541.685393,,,,,,0,0,49958.53933,,,,,,31791.79775,,0,0,0,0,0,2270.842697,,,,,2270.842697,,,,,,,,,,,2270.842697,,9083.370787,,,,,2270.842697
FJ2016095,5052.625,,,20210.5,,111157.75,,2526.3125,,,,,,,,2526.3125,2526.3125,207157.625,,,2526.3125,2526.3125,,,,,,,,,,,17684.1875,5052.625,,,,5052.625,12631.5625,611367.625,,,,,10105.25,,,,,,2526.3125,2526.3125,,,,,,,,,,,,,,,,10105.25,,,,,,2526.3125,7578.9375,,,,,,,,,,,5052.625,,,2526.3125,,,,5052.625,,,2526.3125,,,,2526.3125,15157.875,,,,,,,,,20210.5,,,,63157.8125,,,,,,,,,,,,,,,,,,,,,5052.625,7578.9375,2526.3125,,,,,,,,,,,,,5052.625,,2526.3125,2526.3125,,,,,0,0,50526.25,,,,,,15157.875,,0,0,0,0,0,,7578.9375,,,,,,,5052.625,,,,,,,,,,,,,,,
FJ2017001,12030.05952,,,16842.08333,2406.011905,300751.4881,,,,,,,,,,,,129924.6429,2406.011905,,,,,,2406.011905,2406.011905,,,,,,,,14436.07143,,,,2406.011905,2406.011905,409022.0238,,,,,4812.02381,,,,12030.05952,,,,,,,,,,,,,,,,,,,,9624.047619,,,,,0,,,,4812.02381,,,7218.035714,,,,,0,2406.011905,,2406.011905,,,,,,,,,2406.011905,,,14436.07143,,,,,2406.011905,,,,,,,,40902.20238,,,,,,,,,,,,,7218.035714,,,4812.02381,2406.011905,,2406.011905,4812.02381,9624.047619,,,,,,,,,,,,,,,2406.011905,12030.05952,4812.02381,,,,,2406.011905,0,0,139548.6905,,,,,,2406.011905,,0,0,0,0,0,,2406.011905,,,,,,,,,,,,,,,,,,,,,,9624.047619
FJ2017008,4990.246914,,,12475.61728,2495.123457,132241.5432,,,,,,,,,,2495.123457,,224561.1111,,,,2495.123457,,,,,,,,,,,37426.85185,2495.123457,,,,19960.98765,7485.37037,469083.2099,,,,,19960.98765,,,,7485.37037,,2495.123457,12475.61728,,,,,2495.123457,,,,,7485.37037,,,,,,7485.37037,,,,,,0,,,,2495.123457,,2495.123457,69863.45679,,,,,0,2495.123457,,,,,,,,,,,,2495.123457,,32436.60494,,2495.123457,,,,,4990.246914,,12475.61728,,,,9980.493827,,,,,,,,,,,,,2495.123457,,,,,,,2495.123457,2495.123457,2495.123457,,,,,,,4990.246914,,,,,,2495.123457,7485.37037,,2495.123457,,,,2495.123457,2495.123457,0,0,84834.19753,,,,,,4990.246914,,0,0,0,0,0,2495.123457,2495.123457,,,,,,,,,,,,,,,,,,,,,,
FJ2017017,11888.52941,,,31702.7451,,138699.5098,,7925.686275,,,,,,,,,,598389.3137,,,,3962.843137,,,,,3962.843137,,,,,,182290.7843,43591.27451,,,,11888.52941,,574612.2549,,,,,11888.52941,,,,7925.686275,,,,,,,,,,,,,0,,,,,,27739.90196,,,,,,3962.843137,,,,,,,51516.96078,,,,,0,11888.52941,,15851.37255,,,,,,,3962.843137,,19814.21569,,,39628.43137,,,3962.843137,,,,11888.52941,,,,,,,,,,,,,,,,,,,7925.686275,,,11888.52941,3962.843137,,,,11888.52941,,,,,,,,,,,,,3962.843137,,15851.37255,,,,,,3962.843137,3962.843137,0,0,47554.11765,,,,,,31702.7451,,0,0,0,0,0,,11888.52941,,,,,,,,,,,,,,,,,,,,,,3962.843137
FJ2017018,13473.66667,,,13473.66667,,390736.3333,,,,,,,,,,,,350315.3333,13473.66667,,,,,,,,,,,,,,116771.7778,381753.8889,,,,4491.222222,8982.444444,543437.8889,,,,,8982.444444,,,,,4491.222222,,,,,,,,,,,,4491.222222,,,,,,67368.33333,,,,,,4491.222222,,,4491.222222,,,,67368.33333,,,,,0,13473.66667,,8982.444444,,,,4491.222222,,,8982.444444,,,,,22456.11111,,,13473.66667,,,,,,4491.222222,,,,,,,,,,,,,,,,,4491.222222,,,,,,,,26947.33333,,,,,,,,,,,,,4491.222222,,13473.66667,,,,,,,,0,0,80842,,,,,,35929.77778,,0,0,0,0,0,,4491.222222,,,,,,,,,,,,,,,,,4491.222222,,,,,
FJ2017019,28200.69767,,,4700.116279,,498212.3256,,,,,,,,,4700.116279,,,723817.907,9400.232558,,,4700.116279,4700.116279,,4700.116279,,4700.116279,,,,,,159803.9535,18800.46512,4700.116279,,,,,498212.3256,,,,,9400.232558,,,,14100.34884,,,,,,,,,,,,,,,,,,,47001.16279,9400.232558,,,,,4700.116279,,,,4700.116279,,,75201.86047,,,,,0,,,4700.116279,,,,,9400.232558,,9400.232558,4700.116279,,,,23500.5814,,,14100.34884,,,,,,,,,,4700.116279,,,,,,,,,,,,4700.116279,4700.116279,,,,,,,4700.116279,32900.81395,,14100.34884,,,,,,4700.116279,,,,,,,,,,,,,,,0,0,65801.62791,,,,,,23500.5814,,0,0,0,0,0,14100.34884,,,,,,,,,,,,,,,,,,,,,,,9400.232558
FJ2017020,23777.05882,,,47554.11765,,790587.2059,,,,,,,,,,,,743033.0882,5944.264706,,,11888.52941,,,,,5944.264706,,,,,,190216.4706,112941.0294,,,,5944.264706,,546872.3529,,,,,23777.05882,,,,,,5944.264706,,,,,,,,,,,11888.52941,,,,,,59442.64706,23777.05882,,,,,11888.52941,,,,,,,136718.0882,,,,,0,,,17832.79412,,,,,,,5944.264706,,,,,23777.05882,,,5944.264706,,,,,,,,,,,,,,,,,,,,,,,,,,5944.264706,,,,11888.52941,5944.264706,,,,,,5944.264706,,,,11888.52941,,,,,11888.52941,,,,,,,,0,0,77275.44118,,,,,,17832.79412,,0,0,0,0,0,,17832.79412,,,,,,,17832.79412,,,,,,,,,,,,,,,5944.264706
FJ2017022,,,,23192.37705,13252.78689,324693.2787,,,,,,,,3313.196721,,,,450594.7541,,,,,,,,,,,,,,,135841.0656,69577.13115,,,,3313.196721,,364451.6393,,,,,,,,,,,,,,,,,,3313.196721,,,3313.196721,6626.393443,,,,,,13252.78689,6626.393443,,,,,6626.393443,,,,,,,49697.95082,,,,3313.196721,3313.196721,3313.196721,,,,,,,,,,,3313.196721,,,29818.77049,,,3313.196721,,,3313.196721,3313.196721,,,,,,,,,,,,,,,,,,,6626.393443,,,,,,,6626.393443,36445.16393,,,,,,,,,,,,,,,3313.196721,,,,,,,,0,0,23192.37705,,,,,,46384.7541,,0,0,0,0,0,,6626.393443,,,,,,,,,,,,,,,,,,,,,,9939.590164
FJ2017023,5318.552632,,,15955.65789,,228697.7632,,,,,,,,,,,,670137.6316,,,,,,,,10637.10526,,,,,,,170193.6842,106371.0526,,,,,10637.10526,909472.5,,,,,10637.10526,,,,,,,10637.10526,,,31911.31579,,,5318.552632,,,,5318.552632,,,,,,31911.31579,10637.10526,,,,,10637.10526,,,,,,,90415.39474,,,,,0,10637.10526,,,,,,,,,15955.65789,,5318.552632,,,31911.31579,,,5318.552632,5318.552632,5318.552632,,15955.65789,,42548.42105,,,,,,,,,,,,,,,,,10637.10526,,,,,,,5318.552632,10637.10526,5318.552632,10637.10526,,,,,,,,5318.552632,,,,5318.552632,5318.552632,,,,,,,,0,0,53185.52632,,,,,,31911.31579,,0,0,0,0,0,,26592.76316,,,,,,,,,,,,,,,,,,,,,,42548.42105
FJ2017024,12248.78788,3062.19697,,27559.77273,,61243.93939,,,,,,,,,,,,104114.697,,,,3062.19697,,,,,,,,,,,52057.34848,24497.57576,,,,3062.19697,6124.393939,655310.1515,,3062.19697,,,6124.393939,,,,,,6124.393939,,,,,,,,,,,,,,,,,6124.393939,,,,,,3062.19697,,,6124.393939,,,,12248.78788,,,,,0,,,,,,,,,,3062.19697,6124.393939,3062.19697,,,24497.57576,,,3062.19697,,,,,,39808.56061,,,,,,,,,,,,,,,,,3062.19697,,,,,6124.393939,,,15310.98485,3062.19697,,,,,,,3062.19697,,,,,,9186.590909,370525.8333,6124.393939,,6124.393939,,,,,0,0,15310.98485,,,,,,9186.590909,,0,0,0,0,0,,9186.590909,,,,,,,,,,,,,3062.19697,,,,,,,,,3062.19697
FJ2017040,,,,6590.380435,,19771.1413,,2196.793478,,,,,,,,,,76887.77174,4393.586957,,,2196.793478,,,,,,,,,,,46132.66304,19771.1413,,,,2196.793478,2196.793478,465720.2174,,,,,,,,,6590.380435,,,,,,2196.793478,,,,,,,2196.793478,,,,,,26361.52174,,,,,,2196.793478,,,,,,,13180.76087,,,,,0,8787.173913,,,,,,,,,,,,,,21967.93478,,,,,,,,,,,,,,,,,,,,,,,,,,13180.76087,,,,2196.793478,6590.380435,,,21967.93478,,,,,,6590.380435,,,,,2196.793478,,,,278992.7717,2196.793478,,,,,,,0,0,17574.34783,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,2196.793478,,,2196.793478,,6590.380435,,,,6590.380435
FJ2017041,14698.54545,,,29397.09091,,29397.09091,,,,,,,,,,,,106564.4545,7349.272727,,,,,,,3674.636364,,,,,,,146985.4545,18373.18182,,11023.90909,,22047.81818,3674.636364,573243.2727,,36746.36364,3674.636364,,14698.54545,,,,80842,73492.72727,7349.272727,,,,,,,,,,,,,,,,,29397.09091,,,11023.90909,,,3674.636364,,14698.54545,,,,,11023.90909,,,,,0,33071.72727,,,,,,,,,18373.18182,,,,,18373.18182,,,,,,,,,,,,,,,,,,,,,,,,,,14698.54545,,,7349.272727,7349.272727,7349.272727,,7349.272727,143310.8182,,,,,,44095.63636,,,,,3674.636364,,,3674.636364,180057.1818,,,3674.636364,,,,,0,0,44095.63636,,,,,,29397.09091,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,11023.90909,,,7349.272727
FJ2017042,9431.566667,,,8084.2,,45810.46667,,,,,,,,2694.733333,,,,261389.1333,,,,,,,1347.366667,,,,,,,,18863.13333,1347.366667,1347.366667,,,2694.733333,,168420.8333,,,,,1347.366667,,,,1347.366667,5389.466667,,,,,1347.366667,,,1347.366667,,,,,,,,,,8084.2,,,,,,2694.733333,,,1347.366667,,,,5389.466667,,,,,0,,,2694.733333,,,,,,,1347.366667,,2694.733333,,,9431.566667,,1347.366667,,,,1347.366667,,,,,,,,,,,,,,,,,,,,4042.1,,,,2694.733333,,,2694.733333,16168.4,4042.1,2694.733333,,,,4042.1,,,,,,,,1347.366667,9431.566667,,,1347.366667,,,,,0,0,9431.566667,,,,,,6736.833333,,0,0,0,0,0,5389.466667,2694.733333,,,,,,,,,,,,,,1347.366667,,,,,,,,
FJ2017043,,,,53011.14754,,114305.2869,,3313.196721,,,,,,,,4969.795082,,289904.7131,,,,1656.598361,,,,,,,,,,,8282.991803,,3313.196721,,,3313.196721,,154063.6475,,29818.77049,,,3313.196721,,,,,1656.598361,,,,,,,,,,,,,1656.598361,,,,,,,,,,,1656.598361,23192.37705,,4969.795082,,,,,,,,,0,6626.393443,,,,,,,,,,,,,4969.795082,11596.18852,,,,,,,,,,,,1656.598361,,,,,,6626.393443,,,1656.598361,,,,,,,,,,,,,48041.35246,,,,,,,,,,,,,,,11596.18852,,,3313.196721,,,,,0,0,11596.18852,,,,,,8282.991803,,0,0,0,0,0,3313.196721,3313.196721,,,,,,,1656.598361,,,,,,,,,,,,,,,3313.196721
FJ2017044,10431.22581,1303.903226,,35205.3871,,36509.29032,,1303.903226,,,,,3911.709677,,,1303.903226,,119959.0968,,,,,,,1303.903226,,,,,,,,10431.22581,1303.903226,,,,7823.419355,,252957.2258,,,,,,,,,,15646.83871,,,,,1303.903226,,,,,,,,1303.903226,,,,,16950.74194,,,,,,0,,,,,,,,,,,,2607.806452,6519.516129,,1303.903226,,,,1303.903226,,,2607.806452,,,,,10431.22581,,,,,,,,,,,,,,,,,,2607.806452,,,,,,,,1303.903226,,,,2607.806452,,,10431.22581,41724.90323,3911.709677,,,,,,,,,,,,,,5215.612903,,,1303.903226,,,,,0,0,23470.25806,,,,,,3911.709677,,0,0,0,0,0,3911.709677,,,,,3911.709677,,,1303.903226,,,,,,,,,,,1303.903226,,,,2607.806452
FJ2017045,31093.07692,,,85505.96154,,50526.25,,,,,,,,,3886.634615,3886.634615,,,,,,,,,3886.634615,,,,,,,,38866.34615,7773.269231,3886.634615,,,19433.17308,,668501.1538,,7773.269231,,,3886.634615,,,,174898.5577,19433.17308,7773.269231,,,,,,,,,,,3886.634615,11659.90385,,,,,23319.80769,,,,,,0,27206.44231,,27206.44231,,,,46639.61538,,,,,0,3886.634615,,,,,,,,,19433.17308,,,,,62186.15385,,,,,,,,,3886.634615,,,,34979.71154,,,,,,,,,,,,,23319.80769,,,,19433.17308,,,31093.07692,182671.8269,,,,,,11659.90385,,,,,,,,,,,,,,,,,0,0,171011.9231,,,,,,89392.59615,,0,0,0,0,0,,,,,,,,,,,,,,,,7773.269231,,,,,,,,11659.90385
FJ2017048,50526.25,,,50526.25,,44912.22222,,,,,,,,,,,,56140.27778,,,,2807.013889,,,,2807.013889,,,,,,,56140.27778,11228.05556,,,,5614.027778,,485613.4028,,8421.041667,2807.013889,,8421.041667,,,,70175.34722,8421.041667,8421.041667,,,,11228.05556,,,2807.013889,,,,,36491.18056,,,,,58947.29167,,,,,,0,,,5614.027778,2807.013889,,,22456.11111,,,,,0,36491.18056,,,,,,,,,5614.027778,,,,,36491.18056,,,2807.013889,,,,14035.06944,,14035.06944,,,,5614.027778,,,,,,,,,,,,,,,,,2807.013889,,,8421.041667,89824.44444,,,,,,14035.06944,,2807.013889,,,,,,,2807.013889,,,,,,,,0,0,53333.26389,,,,,,92631.45833,,0,0,0,0,0,5614.027778,,,,,,,,,,,,,,,,,,2807.013889,,2807.013889,,,
FJ2017049,8193.445946,,,95590.2027,,68278.71622,,,,,,,,,2731.148649,,,38236.08108,,,,,,,,,,,,,,,76472.16216,5462.297297,,,,,,240341.0811,,,,,,,,,35504.93243,5462.297297,5462.297297,10924.59459,,,333200.1351,,,24580.33784,,,,,13655.74324,,,,,101052.5,,,,,,0,,,2731.148649,,,,5462.297297,,,,,0,49160.67568,,,,,,,,,2731.148649,,,,,62816.41892,,,,,,,54622.97297,,,,,,5462.297297,,,,,,,,,,,,,,,,,2731.148649,,,2731.148649,24580.33784,,,,,,,,,,,,,,2731.148649,,,,,,,,,0,0,54622.97297,,,,,,30042.63514,,0,0,0,0,0,,2731.148649,,,,,,,,,,,,,,,,,,,,,,
FJ2017050,109714.1429,,,606315,,98165.28571,,,,,,,,,,,,28872.14286,,,,,,,,,,,,,,,306044.7143,5774.428571,,,,23097.71429,,802645.5714,,,,,,,,,40421,46195.42857,34646.57143,92390.85714,,,75067.57143,,,17323.28571,,,,,,,,,,98165.28571,,,,,,0,11548.85714,,,,,,,,,,,0,28872.14286,,,,,,,,,,,,,,46195.42857,,,,,,,173232.8571,,,,,,,,,,,,,,17323.28571,,,,,17323.28571,,,,5774.428571,,,17323.28571,40421,,,,,,11548.85714,,,,,,,,,,,,,,,,,0,0,121263,,,,,,34646.57143,,0,0,0,0,0,5774.428571,,,,,,,,,,,,,,,,,,5774.428571,,,,,
FJ2017062,143429.3548,,,104312.2581,,117351.2903,,632393.0645,,,,,,,,,,26078.06452,,,,6519.516129,,,,,,,,,,,149948.871,,,,,13039.03226,13039.03226,782341.9355,,45636.6129,,,6519.516129,,,,39117.09677,6519.516129,13039.03226,39117.09677,,,6519.516129,,,6519.516129,,,,,,,,,,,78234.19355,,,,,0,13039.03226,,,,,,13039.03226,,,,,0,26078.06452,,,,,,,,,6519.516129,,,,,78234.19355,,,13039.03226,,,,208624.5161,,13039.03226,,,,19558.54839,,,,,,,,,,,,,6519.516129,,,,13039.03226,,,6519.516129,78234.19355,6519.516129,,,,,65195.16129,,,,,,,6519.516129,,6519.516129,,,,,,13039.03226,,0,104312.2581,208624.5161,,,,,,110831.7742,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,6519.516129,,,6519.516129
